Cohort,Responder_ID,Clinician_Role,Experience_Band,Case ID,Source_Dataset,GT,Unaided_Dx_Text,PRE_Differential_1,PRE_Differential_2,Unaided_Dx_Score,Unaided_Top3_SpotOn,Unaided_Top3_Generic,Unaided_Mgmt_Grade,Unaided_Dx_Confidence,Unaided_Mgmt_Confidence,AI_Top1_Prediction,AI_Top1_Confidence,AI_Top2_Prediction,AI_Top2_Confidence,AI_Top3_Prediction,AI_Top3_Confidence,Assisted_Dx_Text,POST_Differential_1,POST_Differential_2,Assisted_Dx_Score,Assisted_Top3_SpotOn,Assisted_Top3_Generic,Assisted_Mgmt_Grade,Assisted_Dx_Confidence,Assisted_Mgmt_Confidence,Changed_Diagnosis,Changed_Management
EN,21,NP,2-5,61,SKINTONE,atopic dermatitis,nummular eczema,tinea corporis,atopic dermatitis,3,False,True,Inadequate but harmless,4,5,nummular eczema,0.9999999,xerotic eczema,6.615601e-08,hand eczema,3.081175e-11,nummular eczema,tinea corporis,atopic dermatitis,3,True,True,Inadequate but harmless,4,5,0.0,0.0
EN,25,NP,>10,71,SNU-134,acne,hidradenitis suppurativa,ingrown hair,don't know,2,False,False,Inadequate but harmless,3,3,acne,0.6654094,folliculitis,0.33458886,cellulitis,1.2468967e-06,hidradenitis suppurativa,ingrown hair,don't know,2,False,False,Inadequate but harmless,3,3,1.0,0.0
EN,25,NP,>10,114,SNU-134,juvenile xanthogranuloma,juvenile xanthogranuloma,basal cell carcinoma,don't know,5,True,False,Perfect,4,4,juvenile xanthogranuloma,1.0,organoid nevus,6.5700826e-15,pyogenic granuloma,4.8619843e-17,juvenile xanthogranuloma,basal cell carcinoma,don't know,5,True,False,Perfect,4,4,0.0,0.0
EN,25,NP,>10,119,SNU-134,urticaria pigmentosa,insect bite,don't know,don't know,1,False,False,Inadequate and dangerous,3,3,insect bite,0.99929035,urticaria,0.0007096704,urticaria pigmentosa,1.9963207e-09,insect bite,don't know,don't know,1,False,False,Inadequate and dangerous,3,3,0.0,0.0
EN,25,NP,>10,89,PASSION,scabies,tinea versicolor,don't know,don't know,1,False,False,Inadequate and dangerous,3,3,atopic dermatitis,0.95055836,urticaria pigmentosa,0.04309037,scabies,0.004135257,atopic dermatitis,don't know,don't know,1,False,False,Inadequate and dangerous,3,3,1.0,1.0
EN,25,NP,>10,81,SNU-134,lentigo,lichen planus like keratotis,superficial seborrheic keratosis,melasma,1,False,False,Inadequate but harmless,3,4,xanthelasma,0.7771407,granuloma annulare,0.16289753,tinea faciale,0.028307348,lichen planus like keratotis,superficial seborrheic keratosis,melasma,1,False,False,Inadequate but harmless,3,4,0.0,0.0
EN,25,NP,>10,83,SNU-134,xerotic eczema,psoriasis,pruitic rash,atopic dermatitis,1,False,False,Inadequate but harmless,4,4,nummular eczema,0.9999987,lichen planus,1.1726419e-06,lichen simplex chronicus,1.4908468e-07,lichen simplex chronicus,pruitic rash,atopic dermatitis,3,True,False,Inadequate but harmless,4,4,1.0,0.0
EN,25,NP,>10,38,SNU-134,squamous cell carcinoma,squamous cell carcinoma,keratocanthoma,don't know,5,True,False,Adequate,3,3,keratoacanthoma,0.99493533,squamous cell carcinoma,0.0050603095,pyogenic granuloma,2.179691e-06,keratoacanthoma,squamous cell carcinoma,don't know,3,True,False,Adequate,3,3,1.0,0.0
EN,25,NP,>10,111,SNU-134,pyoderma gangrenosum,venus ulcer,furuncle,don't know,1,False,False,Adequate,4,4,pyoderma gangrenosum,1.0,pyogenic granuloma,2.4410817e-14,vasculitis,1.0075548e-15,pyoderma gangrenosum,furuncle,don't know,5,True,False,Adequate,4,4,1.0,0.0
EN,25,NP,>10,11,SNU-134,tinea pedis,tinea pedis,don't know,don't know,5,True,False,Inadequate but harmless,4,5,tinea pedis,1.0,tinea cruris,4.6911644e-08,cellulitis,1.5079722e-09,tinea pedis,don't know,don't know,5,True,False,Perfect,4,5,0.0,0.0
EN,25,NP,>10,39,SNU-134,abscess,epidermal cyst,don't know,don't know,3,False,False,Inadequate but harmless,4,5,inflamed cyst,0.9994961,furuncle,0.00040444126,epidermal cyst,7.0281356e-05,epidermal cyst,don't know,don't know,3,True,False,Inadequate but harmless,4,5,0.0,0.0
EN,25,NP,>10,43,SNU-134,nevus spilus,malignant melanoma,congenital nevus,don't know,1,False,False,Inadequate and dangerous,4,5,nevus spilus,0.89219856,congenital nevus,0.09403703,becker nevus,0.013130513,malignant melanoma,congenital nevus,don't know,1,False,False,Inadequate and dangerous,4,5,0.0,1.0
EN,25,NP,>10,59,SNU-134,herpes zoster,acne,don't know,don't know,1,False,False,Adequate,4,4,varicella,0.99999964,erythema multiforme,3.059022e-07,herpes zoster,2.7191263e-11,varicella,acne,don't know,2,False,False,Inadequate but harmless,4,4,1.0,1.0
EN,25,NP,>10,190,SKINTONE,pityriasis rosea,pityriasis rosea,don't know,don't know,5,True,False,Inadequate but harmless,3,3,psoriasis,0.99939203,pityriasis rosea,0.0005702942,pustular psoriasis,3.761498e-05,pityriasis rosea,psoriasis,don't know,5,True,False,Inadequate but harmless,3,3,0.0,0.0
EN,25,NP,>10,180,SNU-134,basal cell carcinoma,malignant melanoma,hemangioma,don't know,1,False,False,Adequate,5,5,basal cell carcinoma,0.99871564,malignant melanoma,0.001284308,blue nevus,6.403826e-08,pigmented basal cell carcinoma,malignant melanoma,don't know,5,True,False,Adequate,5,5,1.0,0.0
EN,25,NP,>10,20,SNU-134,pompholyx,herpes simplex,impitigo,pustular psoriasis,1,False,False,Inadequate and dangerous,3,3,palmoplantar pustulosis,1.0,pustular psoriasis,1.1628234e-10,hand eczema,1.7283825e-11,pustular psoriasis,palmoplantar pustulosis,don't know,2,False,False,Adequate,3,3,1.0,0.0
EN,26,NP,2-5,73,SNU-134,sebaceous hyperplasia,seborroic keratosis,basal cell carcinoma,don't know,2,False,False,Inadequate and dangerous,4,4,sebaceous hyperplasia,0.99986434,seborrheic keratosis,0.00013552078,epidermal nevus,4.9930406e-08,seborroic keratosis,basal cell carcinoma,don't know,1,False,False,Inadequate and dangerous,4,4,0.0,0.0
EN,26,NP,2-5,19,SNU-134,epidermal nevus,sebaceous nevus,seborroic keratosis,don't know,2,False,False,Inadequate and dangerous,5,5,epidermal nevus,0.9999999,nevus spilus,1.2359568e-07,congenital nevus,3.622886e-12,sebaceous nevus,seborroic keratosis,don't know,2,False,False,Inadequate and dangerous,5,5,0.0,0.0
EN,26,NP,2-5,171,SNU-134,tinea pedis,tinea,eczema,psoriais,4,True,True,Inadequate but harmless,4,4,tinea pedis,0.99999905,pompholyx,9.132548e-07,palmoplantar pustulosis,2.3222926e-08,tinea,eczema,psoriais,4,True,True,Inadequate but harmless,4,4,0.0,0.0
EN,26,NP,2-5,62,SNU-134,herpes simplex,eczema,don't know,don't know,1,False,False,Inadequate and dangerous,3,3,herpes simplex,0.70574486,herpes zoster,0.29419824,tinea cruris,5.6233297e-05,eczema,herpes,don't know,1,False,False,Inadequate and dangerous,4,4,1.0,0.0
EN,26,NP,2-5,103,SNU-134,tinea faciale,tinea,eczema,don't know,4,True,True,Inadequate but harmless,5,5,tinea faciale,0.99997723,tinea corporis,2.2827999e-05,seborrheic dermatitis,5.0086603e-14,tinea,eczema,don't know,4,True,True,Inadequate but harmless,5,5,0.0,0.0
EN,26,NP,2-5,29,SNU-134,herpes zoster,zoster,don't know,don't know,4,True,False,Inadequate but harmless,5,5,herpes zoster,1.0,herpes simplex,1.2501529e-09,eczema herpeticum,1.7832473e-11,zoster,don't know,don't know,5,True,False,Inadequate but harmless,5,5,0.0,0.0
EN,26,NP,2-5,110,SNU-134,lymphangioma,Lymphangioma circumscriptum,don't know,don't know,5,True,False,Inadequate but harmless,4,4,nummular eczema,0.9997652,bowen disease,0.00016864159,nevus spilus,4.985036e-05,Lymphangioma circumscriptum,don't know,don't know,5,True,False,Inadequate but harmless,4,4,0.0,0.0
EN,26,NP,2-5,149,SKINTONE,pityriasis rosea,rosea,lichen planus,tinea versicolor,4,True,True,Perfect,3,3,pityriasis rosea,1.0,tinea corporis,1.3867054e-08,tinea versicolor,4.5019735e-09,rosea,lichen planus,tinea versicolor,4,True,True,Inadequate but harmless,3,3,0.0,0.0
EN,26,NP,2-5,38,SNU-134,squamous cell carcinoma,keratoachantoma,squamous cell carcinoma,don't know,3,True,False,Adequate,5,5,keratoacanthoma,0.99493533,squamous cell carcinoma,0.0050603095,pyogenic granuloma,2.179691e-06,keratoachantoma,squamous cell carcinoma,don't know,3,True,False,Adequate,5,5,0.0,0.0
EN,26,NP,2-5,57,SNU-134,acute generalized exanthematous pustulosis,pustular proriasis,sneddon wilkinson,sdrife,3,False,False,Inadequate but harmless,3,3,acute generalized exanthematous pustulosis,0.8740772,pustular psoriasis,0.12592277,palmoplantar pustulosis,1.6757559e-10,sdrife,acute generalized exanthematous pustulosis,pustular psoriasi,3,True,False,Inadequate but harmless,3,3,1.0,0.0
EN,26,NP,2-5,92,SNU-134,tinea corporis,tinea,eczema,don't know,4,True,True,Inadequate but harmless,4,4,tinea corporis,1.0,tinea faciale,2.5398397e-10,tinea cruris,2.3859587e-10,tinea,eczema,don't know,4,True,True,Inadequate but harmless,4,4,0.0,0.0
EN,26,NP,2-5,117,SNU-134,urticaria pigmentosa,mastocytosis,ashy dermatitis,don't know,4,True,False,Inadequate but harmless,4,4,urticaria pigmentosa,0.99998736,juvenile xanthogranuloma,1.2606945e-05,congenital nevus,1.186097e-08,mastocytosis,ashy dermatitis,don't know,4,True,False,Inadequate but harmless,4,4,0.0,0.0
EN,26,NP,2-5,85,SNU-134,onychomycosis,tinea,don't know,don't know,4,False,True,Inadequate but harmless,4,4,onychomycosis,1.0,tinea pedis,9.23745e-09,paronychia,2.8780153e-10,tinea,don't know,don't know,4,True,False,Inadequate but harmless,4,4,0.0,0.0
EN,26,NP,2-5,93,SNU-134,bowen disease,nummular eczema,tinea,psoriasis,1,False,False,Inadequate and dangerous,3,3,nummular eczema,0.7431656,bowen disease,0.25683117,pyoderma gangrenosum,2.3688965e-06,nummular eczema,tinea,psoriasis,1,False,False,Inadequate and dangerous,3,3,0.0,0.0
EN,26,NP,2-5,55,SNU-134,eczema herpeticum,bullous impetigo,eczema,don't know,2,False,False,Inadequate and dangerous,3,3,eczema herpeticum,0.9719661,herpes zoster,0.027572557,herpes simplex,0.0002619952,bullous impetigo,eczema,don't know,2,False,True,Inadequate but harmless,3,3,0.0,0.0
EN,26,NP,2-5,34,SNU-134,urticaria,urticaria,don't know,don't know,5,True,False,Inadequate but harmless,5,5,urticaria,1.0,urticaria pigmentosa,1.2917799e-12,erythema annulare centrifugum,4.6059836e-13,urticaria,don't know,don't know,5,True,False,Inadequate but harmless,5,5,0.0,0.0
EN,26,NP,2-5,151,SNU-134,exfoliative dermatitis,sezary syndrome,other causes of erythrodermia,don't know,3,False,False,Adequate,5,5,pustular psoriasis,0.9908742,acute generalized exanthematous pustulosis,0.009125635,exfoliative dermatitis,2.7598546e-07,sezary syndrome,other causes of erythrodermia,don't know,2,False,False,Adequate,5,5,0.0,0.0
EN,26,NP,2-5,52,SNU-134,pyogenic granuloma,pyogenic granuoma,don't know,don't know,5,True,False,Adequate,5,5,pyogenic granuloma,1.0,hemangioma,1.9614644e-14,angiokeratoma,1.2809622000000002e-16,pyogenic granuoma,don't know,don't know,5,True,False,Adequate,5,5,0.0,0.0
EN,26,NP,2-5,37,SNU-134,skin tag,skin tag,dermal nevus,don't know,5,True,False,Perfect,5,5,skin tag,0.88109386,nevus spilus,0.11557435,epidermal nevus,0.0029851922,skin tag,dermal nevus,don't know,5,True,False,Perfect,5,5,0.0,0.0
EN,26,NP,2-5,35,SNU-134,paronychia,squamous cell carcinoma,malignant melanoma,trauma,1,False,False,Adequate,4,4,paronychia,1.0,furuncle,6.42172e-11,subungual hematoma,9.545035e-12,granuloma,trauma,scc/melanoma,3,False,True,Adequate,4,4,1.0,1.0
EN,26,NP,2-5,74,SNU-134,lichen simplex chronicus,lichen simplex,grover,ashy dermatitis,4,True,False,Inadequate but harmless,3,3,lichen amyloidosis,0.9985241,lichen simplex chronicus,0.00070912624,confluent and reticulated papillomatosis,0.0005028458,lichen simplex,lichen amyloidosis,ashy dermatitis,4,True,False,Inadequate but harmless,4,4,0.0,1.0
EN,26,NP,2-5,193,PASSION,scabies,prurigo,eczema,don't know,2,False,False,Inadequate and dangerous,4,4,folliculitis,0.94353473,herpes zoster,0.054920305,scabies,0.0009158828,prurigo,eczema,don't know,2,False,False,Inadequate and dangerous,4,4,0.0,0.0
EN,26,NP,2-5,118,SNU-134,organoid nevus,sebaceous nevus,don't know,don't know,2,False,False,Inadequate and dangerous,5,5,epidermal nevus,1.0,organoid nevus,1.7257829e-08,nevus spilus,1.30268925e-08,sebaceous nevus,don't know,don't know,2,False,False,Inadequate and dangerous,5,5,0.0,0.0
EN,26,NP,2-5,42,SNU-134,acne,follicolitis,acne,don't know,3,False,True,Inadequate but harmless,4,4,folliculitis,0.9992066,acne,0.0007793552,varicella,1.3409546e-05,follicolitis,acne,don't know,3,False,True,Inadequate but harmless,4,4,0.0,0.0
EN,26,NP,2-5,59,SNU-134,herpes zoster,eczema herpeticum,don't know,don't know,2,False,False,Inadequate and dangerous,4,4,varicella,0.99999964,erythema multiforme,3.059022e-07,herpes zoster,2.7191263e-11,eczema herpeticum,don't know,don't know,2,False,False,Inadequate and dangerous,4,4,0.0,0.0
EN,26,NP,2-5,175,SNU-134,confluent and reticulated papillomatosis,parapsoriasis,mycosis fungoides,don't know,3,False,False,Adequate,3,3,epidermal nevus,0.9647521,becker nevus,0.03199633,congenital nevus,0.0026264184,parapsoriasis,mycosis fungoides,don't know,3,False,False,Adequate,3,3,0.0,0.0
EN,26,NP,2-5,147,SNU-134,nummular eczema,nummular eczema,don't know,don't know,5,True,False,Perfect,4,4,hand eczema,0.99999774,nummular eczema,1.8162217e-06,pustular psoriasis,3.576352e-07,nummular eczema,don't know,don't know,5,True,False,Inadequate but harmless,4,4,0.0,0.0
EN,26,NP,2-5,81,SNU-134,lentigo,solar lentigo,seborroic keratosis,lentigo maligna,5,True,False,Perfect,5,5,xanthelasma,0.7771407,granuloma annulare,0.16289753,tinea faciale,0.028307348,solar lentigo,seborroic keratosis,lentigo maligna,5,True,False,Perfect,5,5,0.0,0.0
EN,26,NP,2-5,148,SNU-134,vitiligo,vitiligo,don't know,don't know,5,True,False,Inadequate but harmless,3,3,vitiligo,0.99879336,tinea versicolor,0.0012065897,nevus spilus,2.6322888e-11,vitiligo,don't know,don't know,5,True,False,Inadequate but harmless,3,3,0.0,0.0
EN,26,NP,2-5,3,SNU-134,dermatofibroma,aspecific blistering disease,don't know,don't know,1,False,False,Inadequate and dangerous,3,3,dermatofibroma,1.0,juvenile xanthogranuloma,1.6752058e-11,epidermal cyst,1.0815942e-11,aspecific blistering disease,don't know,don't know,1,False,False,Inadequate and dangerous,3,3,0.0,0.0
EN,28,NP,>10,59,SNU-134,herpes zoster,varicella,don't know,don't know,2,False,False,Inadequate but harmless,4,4,varicella,0.99999964,erythema multiforme,3.059022e-07,herpes zoster,2.7191263e-11,varicella,don't know,don't know,2,False,False,Inadequate but harmless,5,5,0.0,0.0
EN,28,NP,>10,98,SNU-134,tinea pedis,tinea pedis,don't know,don't know,5,True,False,Perfect,4,4,tinea pedis,0.99978346,palmoplantar pustulosis,0.00021654404,tinea faciale,4.604986e-13,tinea pedis,don't know,don't know,5,True,False,Inadequate but harmless,5,5,0.0,0.0
EN,28,NP,>10,142,SNU-134,blue nevus,nevus,sebk,don't know,4,True,True,Inadequate but harmless,3,3,blue nevus,0.9999999,nevus spilus,7.265816e-08,melanocytic nevus,5.26334e-09,nevus,sebk,don't know,4,True,True,Inadequate but harmless,5,5,0.0,0.0
EN,28,NP,>10,184,SNU-134,folliculitis,folliciltis,don't know,don't know,5,True,False,Inadequate but harmless,3,3,folliculitis,0.99744654,acne,0.0025509056,staphylococcal scalded skin syndrome,2.3999642e-06,folliciltis,don't know,don't know,5,True,False,Inadequate but harmless,4,4,0.0,0.0
EN,28,NP,>10,89,PASSION,scabies,varicella,miliaria,don't know,1,False,False,Inadequate and dangerous,3,3,atopic dermatitis,0.95055836,urticaria pigmentosa,0.04309037,scabies,0.004135257,varicella,miliaria,don't know,1,False,False,Inadequate and dangerous,3,3,0.0,0.0
EN,28,NP,>10,111,SNU-134,pyoderma gangrenosum,pyoderma gang,don't know,don't know,4,True,False,Adequate,4,4,pyoderma gangrenosum,1.0,pyogenic granuloma,2.4410817e-14,vasculitis,1.0075548e-15,pyoderma gang,don't know,don't know,4,True,False,Adequate,5,5,0.0,0.0
EN,28,NP,>10,167,SNU-134,granuloma annulare,granuloma anulare,don't know,don't know,5,True,False,Inadequate but harmless,3,3,granuloma annulare,1.0,erythema annulare centrifugum,1.1628234e-10,tinea corporis,8.1766005e-15,granuloma anulare,don't know,don't know,5,True,False,Inadequate but harmless,5,5,0.0,0.0
EN,28,NP,>10,37,SNU-134,skin tag,skin tag (soft  fibroma),don't know,don't know,5,True,False,Perfect,5,5,skin tag,0.88109386,nevus spilus,0.11557435,epidermal nevus,0.0029851922,skin tag (soft  fibroma),don't know,don't know,5,True,False,Perfect,5,5,0.0,0.0
EN,28,NP,>10,2,SNU-134,lentigo,solar lentigo,don't know,don't know,5,True,False,Perfect,4,4,lentigo,0.99999905,seborrheic keratosis,9.721546e-07,actinic keratosis,4.792321e-09,solar lentigo,don't know,don't know,5,True,False,Perfect,4,4,0.0,0.0
EN,28,NP,>10,63,SKINTONE,atopic dermatitis,atopic dermatitis,don't know,don't know,5,True,False,Inadequate but harmless,4,4,atopic dermatitis,1.0,xerotic eczema,9.640144e-11,nummular eczema,1.213515e-12,atopic dermatitis,don't know,don't know,5,True,False,Inadequate but harmless,5,5,0.0,0.0
EN,28,NP,>10,175,SNU-134,confluent and reticulated papillomatosis,tinea versicolor,don't know,don't know,2,False,False,Inadequate but harmless,3,3,epidermal nevus,0.9647521,becker nevus,0.03199633,congenital nevus,0.0026264184,tinea versicolor,don't know,don't know,2,False,False,Inadequate but harmless,3,3,0.0,0.0
EN,32,NP,2-5,139,SNU-134,epidermal cyst,comedon,don't know,don't know,1,False,False,Inadequate and dangerous,5,5,epidermal cyst,0.9315932,inflamed cyst,0.059554756,skin tag,0.008852025,comedon,don't know,don't know,1,False,False,Inadequate and dangerous,5,5,0.0,0.0
EN,32,NP,2-5,56,SNU-134,neurofibroma,neurofibroma,IDN,don't know,5,True,False,Inadequate but harmless,4,5,juvenile xanthogranuloma,0.69211155,neurofibroma,0.2626959,epidermal cyst,0.033398036,neurofibroma,IDN,don't know,5,True,False,Inadequate but harmless,4,5,0.0,0.0
EN,28,NP,>10,5,SNU-134,keratoacanthoma,keratoacathoma,PLEP,don't know,5,True,False,Adequate,4,4,keratoacanthoma,0.99944717,squamous cell carcinoma,0.0005527786,actinic keratosis,7.0808845e-20,keratoacathoma,PLEP,don't know,5,True,False,Adequate,5,5,0.0,0.0
EN,32,NP,2-5,124,SNU-134,lichen planus,lichen,don't know,don't know,4,True,True,Adequate,4,4,lichen planus,0.9446937,lichen simplex chronicus,0.054987762,prurigo pigmentosa,0.00031690943,lichen,don't know,don't know,4,True,True,Adequate,4,4,0.0,0.0
EN,32,NP,2-5,126,SNU-134,tinea cruris,Intertrigo,micosys,DIC,3,True,False,Inadequate but harmless,4,5,tinea cruris,1.0,tinea corporis,1.4026326e-10,tinea pedis,1.4068618000000002e-16,Intertrigo,micosys,DIC,3,False,True,Inadequate but harmless,4,5,0.0,0.0
EN,32,NP,2-5,19,SNU-134,epidermal nevus,ILVEN,verrucoso nevus,don't know,3,False,False,Inadequate but harmless,5,5,epidermal nevus,0.9999999,nevus spilus,1.2359568e-07,congenital nevus,3.622886e-12,ILVEN,verrucoso nevus,don't know,3,False,False,Inadequate but harmless,5,5,0.0,0.0
EN,32,NP,2-5,4,SNU-134,confluent and reticulated papillomatosis,IPH,cafeaulait macules,genetical disease,2,False,False,Adequate,3,5,tinea versicolor,0.99974436,confluent and reticulated papillomatosis,0.0002378178,becker nevus,1.7774324e-05,IPH,cafeaulait macules,genetical disease,2,False,False,Adequate,3,5,0.0,0.0
EN,32,NP,2-5,40,SNU-134,tinea corporis,eczema,infection,bollous disease,1,False,False,Inadequate and dangerous,don't know,don't know,tinea corporis,0.9999995,pityriasis rosea,2.785271e-07,herpes zoster,1.9750529e-07,eczema,infection,bollous disease,1,False,False,Inadequate and dangerous,don't know,don't know,0.0,0.0
EN,32,NP,2-5,33,SNU-134,congenital nevus,congenital nevus,spitz nevus,malignant melanoma,5,True,False,Inadequate but harmless,4,5,congenital nevus,0.9523771,nevus spilus,0.044543274,becker nevus,0.002847556,congenital nevus,spitz nevus,malignant melanoma,5,True,False,Inadequate but harmless,4,5,0.0,0.0
EN,32,NP,2-5,41,SNU-134,herpes zoster,herpes zoster,pemfigo,bullous disease,5,True,False,Inadequate but harmless,5,5,herpes zoster,1.0,herpes simplex,4.470998e-16,epidermal nevus,1.363577e-16,herpes zoster,pemfigo,bullous disease,5,True,False,Inadequate but harmless,5,5,0.0,0.0
EN,32,NP,2-5,84,SNU-134,seborrheic dermatitis,psoriasis,DAC,LPP,1,False,False,Adequate,3,3,seborrheic dermatitis,0.99965405,alopecia areata,0.0003459916,folliculitis,5.158212e-11,psoriasis,DAC,LPP,1,False,False,Adequate,3,3,0.0,0.0
EN,32,NP,2-5,161,SNU-134,pompholyx,psoriasis,don't know,don't know,1,False,False,Inadequate and dangerous,5,5,palmoplantar pustulosis,0.99954176,pustular psoriasis,0.00045831292,hand eczema,3.430556e-08,psoriasis,hand eczema,don't know,1,False,False,Inadequate and dangerous,5,5,1.0,0.0
EN,32,NP,2-5,72,SNU-134,impetigo,Eczema,allergic dermatitis,DIC,1,False,False,Inadequate and dangerous,5,5,pyoderma gangrenosum,0.99329466,nummular eczema,0.006692767,pustular psoriasis,8.879832e-06,Eczema,allergic dermatitis,DIC,1,False,False,Inadequate and dangerous,5,5,1.0,1.0
EN,32,NP,2-5,181,SNU-134,tinea faciale,lineacorporis,don't know,don't know,2,False,False,Inadequate but harmless,5,5,tinea faciale,0.76629364,tinea corporis,0.23370634,tinea cruris,3.1148047e-13,lineacorporis,don't know,don't know,2,False,False,Inadequate but harmless,5,5,0.0,0.0
EN,32,NP,2-5,185,SNU-134,staphylococcal scalded skin syndrome,atopic dermatitis,perioral dermatitis,don't know,1,False,False,Inadequate and dangerous,5,5,staphylococcal scalded skin syndrome,0.98926115,herpes simplex,0.0055259676,impetigo,0.0028668342,atopic dermatitis,perioral dermatitis,don't know,1,False,False,Inadequate and dangerous,5,5,1.0,0.0
EN,32,NP,2-5,138,SNU-134,wart,sk,skin tag,sci,1,False,False,Inadequate and dangerous,5,5,wart,0.9101248,verruca plana,0.07952581,skin tag,0.009498005,sk,skin tag,sci,2,False,False,Inadequate but harmless,5,5,0.0,0.0
EN,32,NP,2-5,61,SKINTONE,atopic dermatitis,polimorfus erytema,led,drug eruption,1,False,False,Inadequate and dangerous,4,4,nummular eczema,0.9999999,xerotic eczema,6.615601e-08,hand eczema,3.081175e-11,polimorfus erytema,led,drug eruption,1,False,False,Inadequate and dangerous,4,4,0.0,0.0
EN,32,NP,2-5,36,SNU-134,tinea cruris,urticaria,nummular eczema,linea,1,False,False,Inadequate and dangerous,4,5,erythema annulare centrifugum,0.9896498,granuloma annulare,0.008298719,tinea corporis,0.0018516944,urticaria,nummular eczema,linea,1,False,False,Inadequate and dangerous,4,5,0.0,0.0
EN,32,NP,2-5,120,SNU-134,verruca plana,lichen,verruca v,don't know,3,False,True,Inadequate but harmless,5,5,sebaceous hyperplasia,0.9019066,verruca plana,0.0980778,wart,1.5541538e-05,lichen,verruca v,don't know,3,False,True,Inadequate but harmless,5,5,0.0,0.0
EN,32,NP,2-5,81,SNU-134,lentigo,solar lentigo,sk,pigmented ak,5,True,False,Perfect,5,5,xanthelasma,0.7771407,granuloma annulare,0.16289753,tinea faciale,0.028307348,solar lentigo,sk,pigmented ak,5,True,False,Perfect,5,5,0.0,0.0
EN,32,NP,2-5,109,SNU-134,subungual hematoma,malignant melanoma,trauma,don't know,1,False,False,Inadequate and dangerous,4,4,subungual hematoma,1.0,onychomycosis,3.8623525e-15,blue nevus,8.016056400000001e-17,malignant melanoma,trauma,don't know,1,True,False,Inadequate and dangerous,4,4,0.0,0.0
EN,32,NP,2-5,34,SNU-134,urticaria,urticaria,don't know,don't know,5,True,False,Inadequate and dangerous,5,5,urticaria,1.0,urticaria pigmentosa,1.2917799e-12,erythema annulare centrifugum,4.6059836e-13,urticaria,don't know,don't know,5,True,False,Inadequate and dangerous,5,5,0.0,0.0
EN,32,NP,2-5,149,SKINTONE,pityriasis rosea,lichen planus,LED,don't know,1,False,False,Inadequate but harmless,5,5,pityriasis rosea,1.0,tinea corporis,1.3867054e-08,tinea versicolor,4.5019735e-09,lichen planus,LED,don't know,1,False,False,Inadequate and dangerous,5,5,1.0,1.0
EN,32,NP,2-5,12,SNU-134,basal cell carcinoma,blu nevus,malignant melanoma,bcc pigmented,1,False,False,Inadequate and dangerous,5,5,basal cell carcinoma,0.99990976,blue nevus,9.0280395e-05,malignant melanoma,4.413181e-11,blu nevus,malignant melanoma,bcc pigmented,1,False,False,Inadequate and dangerous,5,5,0.0,0.0
EN,32,NP,2-5,14,SNU-134,herpes simplex,follicoulitis,linea,acne film,1,False,False,Inadequate and dangerous,4,don't know,folliculitis,0.8901158,herpes simplex,0.106309175,impetigo,0.0034173029,follicoulitis,linea,acne film,1,False,False,Inadequate and dangerous,4,don't know,0.0,0.0
EN,32,NP,2-5,176,SNU-134,contact dermatitis,herpes,bollous disease,eczema,1,False,False,Inadequate and dangerous,4,4,contact dermatitis,1.0,herpes zoster,1.0160636e-11,eczema herpeticum,1.2520361e-12,herpes,bollous disease,eczema,1,False,False,Inadequate and dangerous,4,4,0.0,0.0
EN,32,NP,2-5,119,SNU-134,urticaria pigmentosa,urticaria,insect bite,don't know,2,False,True,Inadequate but harmless,5,5,insect bite,0.99929035,urticaria,0.0007096704,urticaria pigmentosa,1.9963207e-09,urticaria,insect bite,don't know,2,False,True,Inadequate but harmless,5,5,0.0,0.0
EN,32,NP,2-5,85,SNU-134,onychomycosis,onychonal dystrofia,micosis,don't know,2,False,False,Inadequate and dangerous,4,4,onychomycosis,1.0,tinea pedis,9.23745e-09,paronychia,2.8780153e-10,onychonal dystrofia,micosis,don't know,2,False,False,Inadequate and dangerous,4,4,0.0,0.0
EN,32,NP,2-5,95,SNU-134,lichen amyloidosis,rare disease,PIH,don't know,2,False,True,Adequate,1,1,folliculitis,0.73357,confluent and reticulated papillomatosis,0.26156244,lichen amyloidosis,0.002729649,Lichen,PIH,rare disease,4,False,True,Adequate,1,1,1.0,0.0
EN,32,NP,2-5,162,SNU-134,eczema herpeticum,AD,Prurigo,Scabbia,4,True,True,Inadequate but harmless,5,5,atopic dermatitis,0.9867155,varicella,0.0093757985,eczema herpeticum,0.003908414,AD,Prurigo,Scabbia,4,True,False,Inadequate but harmless,5,5,0.0,0.0
EN,32,NP,2-5,53,SNU-134,malignant melanoma,blu nevus,malignant melanoma,don't know,1,False,False,Inadequate and dangerous,4,4,subungual hematoma,0.9294649,malignant melanoma,0.0694675,blue nevus,0.00072495843,blu nevus,malignant melanoma,don't know,1,False,False,Inadequate and dangerous,4,4,0.0,0.0
EN,32,NP,2-5,29,SNU-134,herpes zoster,herpes,DIC/DAC,bollosus disease,4,True,True,Inadequate but harmless,4,4,herpes zoster,1.0,herpes simplex,1.2501529e-09,eczema herpeticum,1.7832473e-11,herpes,DIC/DAC,bollosus disease,4,True,True,Inadequate but harmless,4,4,0.0,0.0
