Case ID,GT,Responder_ID,User Role,Years_Derm_Experience,Age_Bracket,Gender,Country,Unaided_Dx_Score,Unaided_Dx_Reason,Unaided_Dx_Confidence,Unaided_Top3_SpotOn,Unaided_Top3_Generic,Unaided_Mgmt_Grade,Unaided_Mgmt_Reason,Unaided_Mgmt_Confidence,Assisted_Dx_Score,Assisted_Dx_Reason,Assisted_Dx_Confidence,Assisted_Top3_SpotOn,Assisted_Top3_Generic,Assisted_Mgmt_Grade,Assisted_Mgmt_Reason,Assisted_Mgmt_Confidence,AI_Trust_Score,Changed_Diagnosis,Changed_Management
161,Disease_4,6,NP,0,35-44,Female,DEMO,2,Demo,3,True,False,Perfect,Demo,3,2,Demo,1,True,False,Inadequate but harmless,Demo,1,3,True,False
162,Disease_15,6,NP,6-10,45-54,Male,DEMO,3,Demo,4,False,True,Inadequate but harmless,Demo,1,4,Demo,2,True,True,Perfect,Demo,2,4,False,False
163,Disease_6,6,NP,0,25-34,Male,DEMO,5,Demo,1,True,True,Perfect,Demo,1,5,Demo,4,True,True,Adequate,Demo,2,2,False,True
164,Disease_13,6,NP,>10,25-34,Female,DEMO,1,Demo,1,False,False,Perfect,Demo,1,1,Demo,4,True,False,Perfect,Demo,1,5,True,False
165,Disease_8,6,NP,6-10,55-64,Female,DEMO,2,Demo,1,False,True,Inadequate and dangerous,Demo,2,3,Demo,2,False,False,Adequate,Demo,2,2,False,True
166,Disease_18,7,NP,6-10,35-44,Female,DEMO,3,Demo,1,False,False,Inadequate and dangerous,Demo,3,5,Demo,2,True,False,Perfect,Demo,4,2,False,False
167,Disease_13,7,NP,1-2,45-54,Female,DEMO,4,Demo,3,True,False,Perfect,Demo,2,5,Demo,3,True,False,Adequate,Demo,1,4,False,False
168,Disease_9,7,NP,1-2,25-34,Female,DEMO,2,Demo,1,False,False,Inadequate but harmless,Demo,2,3,Demo,4,False,False,Perfect,Demo,2,4,False,False
169,Disease_14,7,NP,3-5,25-34,Female,DEMO,2,Demo,3,False,False,Adequate,Demo,4,3,Demo,3,True,False,Inadequate and dangerous,Demo,2,4,True,False
170,Disease_4,7,NP,3-5,55-64,Male,DEMO,3,Demo,3,False,False,Adequate,Demo,4,3,Demo,3,True,True,Inadequate and dangerous,Demo,1,3,False,False
171,Disease_1,7,NP,6-10,35-44,Male,DEMO,3,Demo,3,False,True,Perfect,Demo,1,4,Demo,2,True,False,Perfect,Demo,4,3,True,False
172,Disease_15,7,NP,1-2,25-34,Male,DEMO,3,Demo,3,False,True,Adequate,Demo,2,3,Demo,1,True,True,Adequate,Demo,3,1,False,False
173,Disease_13,7,NP,>10,55-64,Male,DEMO,1,Demo,3,True,False,Adequate,Demo,2,2,Demo,4,False,False,Adequate,Demo,2,5,False,False
174,Disease_3,7,NP,>10,35-44,Male,DEMO,4,Demo,3,True,False,Inadequate and dangerous,Demo,1,4,Demo,3,True,False,Perfect,Demo,1,1,False,False
175,Disease_9,7,NP,6-10,35-44,Female,DEMO,2,Demo,4,False,True,Perfect,Demo,3,3,Demo,1,True,False,Perfect,Demo,4,4,True,False
176,Disease_5,7,NP,0,35-44,Male,DEMO,2,Demo,2,False,True,Adequate,Demo,2,3,Demo,2,False,False,Adequate,Demo,1,5,False,False
177,Disease_10,7,NP,0,25-34,Male,DEMO,5,Demo,1,True,True,Perfect,Demo,3,5,Demo,3,True,False,Perfect,Demo,3,5,False,False
178,Disease_19,7,NP,3-5,55-64,Male,DEMO,2,Demo,3,False,True,Adequate,Demo,1,3,Demo,2,False,False,Adequate,Demo,1,1,True,True
179,Disease_7,7,NP,6-10,45-54,Male,DEMO,4,Demo,2,True,False,Adequate,Demo,3,5,Demo,1,True,True,Adequate,Demo,4,2,True,False
180,Disease_13,7,NP,3-5,35-44,Female,DEMO,2,Demo,3,False,True,Inadequate and dangerous,Demo,4,4,Demo,1,True,False,Inadequate and dangerous,Demo,3,3,False,False
181,Disease_11,7,NP,0,35-44,Female,DEMO,5,Demo,4,True,False,Adequate,Demo,2,5,Demo,3,True,False,Perfect,Demo,4,4,True,False
182,Disease_12,7,NP,>10,35-44,Female,DEMO,3,Demo,1,False,True,Adequate,Demo,4,3,Demo,1,True,False,Adequate,Demo,2,5,False,False
183,Disease_16,7,NP,>10,45-54,Male,DEMO,4,Demo,4,True,False,Perfect,Demo,2,5,Demo,4,True,False,Perfect,Demo,1,5,False,False
184,Disease_10,7,NP,3-5,25-34,Male,DEMO,5,Demo,2,True,False,Adequate,Demo,2,5,Demo,2,True,True,Perfect,Demo,4,3,False,False
185,Disease_1,7,NP,6-10,35-44,Male,DEMO,4,Demo,3,True,False,Inadequate and dangerous,Demo,2,4,Demo,2,True,True,Adequate,Demo,2,1,True,True
186,Disease_12,7,NP,>10,25-34,Male,DEMO,5,Demo,4,True,True,Adequate,Demo,3,5,Demo,3,True,True,Adequate,Demo,3,4,False,False
187,Disease_7,7,NP,>10,45-54,Male,DEMO,3,Demo,3,False,False,Adequate,Demo,3,4,Demo,3,True,False,Adequate,Demo,2,4,False,False
188,Disease_18,7,NP,6-10,35-44,Female,DEMO,4,Demo,1,True,True,Adequate,Demo,1,4,Demo,2,True,False,Adequate,Demo,2,1,False,False
189,Disease_19,7,NP,1-2,45-54,Male,DEMO,1,Demo,4,False,True,Adequate,Demo,3,1,Demo,3,False,False,Adequate,Demo,1,2,False,False
190,Disease_16,7,NP,1-2,25-34,Female,DEMO,4,Demo,4,True,False,Adequate,Demo,4,5,Demo,2,True,False,Perfect,Demo,1,2,False,True
191,Disease_2,7,NP,>10,35-44,Female,DEMO,5,Demo,4,True,True,Adequate,Demo,2,5,Demo,2,True,False,Inadequate and dangerous,Demo,4,4,False,False
192,Disease_18,7,NP,>10,55-64,Female,DEMO,4,Demo,4,True,False,Inadequate but harmless,Demo,3,4,Demo,4,True,False,Adequate,Demo,3,5,False,False
193,Disease_13,7,NP,6-10,25-34,Male,DEMO,3,Demo,1,False,True,Perfect,Demo,3,3,Demo,4,False,False,Perfect,Demo,2,3,False,True
194,Disease_11,7,NP,>10,55-64,Female,DEMO,1,Demo,1,False,False,Perfect,Demo,2,1,Demo,4,True,True,Adequate,Demo,3,1,True,False
195,Disease_15,7,NP,0,45-54,Male,DEMO,1,Demo,3,False,False,Perfect,Demo,3,1,Demo,4,True,True,Perfect,Demo,2,1,True,True
196,Disease_10,8,NP,3-5,25-34,Female,DEMO,5,Demo,4,True,True,Inadequate and dangerous,Demo,3,5,Demo,4,True,False,Perfect,Demo,4,2,False,False
197,Disease_7,8,NP,6-10,55-64,Male,DEMO,2,Demo,4,False,True,Inadequate but harmless,Demo,2,3,Demo,1,True,False,Perfect,Demo,3,3,True,True
198,Disease_9,8,NP,1-2,25-34,Male,DEMO,1,Demo,2,False,True,Inadequate but harmless,Demo,3,3,Demo,3,False,True,Adequate,Demo,2,5,False,False
199,Disease_9,8,NP,>10,55-64,Male,DEMO,4,Demo,2,True,False,Perfect,Demo,3,5,Demo,4,True,True,Adequate,Demo,2,4,False,False
200,Disease_16,8,NP,6-10,25-34,Female,DEMO,3,Demo,4,True,False,Inadequate and dangerous,Demo,2,5,Demo,4,True,False,Adequate,Demo,4,2,False,False
201,Disease_3,8,NP,6-10,35-44,Male,DEMO,4,Demo,1,True,True,Adequate,Demo,1,4,Demo,4,True,True,Adequate,Demo,2,3,False,False
202,Disease_18,8,NP,1-2,45-54,Female,DEMO,2,Demo,3,False,False,Inadequate but harmless,Demo,2,2,Demo,2,True,False,Adequate,Demo,2,5,False,True
203,Disease_19,8,NP,0,25-34,Female,DEMO,5,Demo,3,True,False,Perfect,Demo,1,5,Demo,3,True,True,Adequate,Demo,1,4,False,True
204,Disease_2,8,NP,3-5,45-54,Male,DEMO,3,Demo,4,False,False,Adequate,Demo,2,3,Demo,3,True,False,Perfect,Demo,1,1,True,False
205,Disease_17,8,NP,6-10,25-34,Female,DEMO,4,Demo,4,True,False,Adequate,Demo,3,4,Demo,1,True,False,Perfect,Demo,4,4,True,False
206,Disease_3,8,NP,6-10,35-44,Male,DEMO,2,Demo,4,True,False,Adequate,Demo,3,3,Demo,2,True,False,Adequate,Demo,4,3,False,False
207,Disease_14,8,NP,1-2,55-64,Female,DEMO,2,Demo,3,False,True,Adequate,Demo,4,2,Demo,3,False,False,Adequate,Demo,3,1,False,False
208,Disease_4,8,NP,0,45-54,Female,DEMO,4,Demo,2,True,True,Perfect,Demo,1,5,Demo,4,True,True,Perfect,Demo,2,5,False,False
209,Disease_10,8,NP,1-2,25-34,Female,DEMO,1,Demo,1,False,False,Adequate,Demo,1,1,Demo,1,False,True,Adequate,Demo,4,3,False,False
210,Disease_16,8,NP,3-5,55-64,Male,DEMO,3,Demo,2,True,False,Inadequate and dangerous,Demo,2,4,Demo,4,True,False,Adequate,Demo,1,1,False,False
211,Disease_1,8,NP,6-10,55-64,Female,DEMO,3,Demo,2,False,False,Inadequate but harmless,Demo,4,3,Demo,1,False,True,Adequate,Demo,3,3,True,True
212,Disease_12,8,NP,0,55-64,Male,DEMO,1,Demo,1,True,False,Adequate,Demo,2,1,Demo,3,False,False,Adequate,Demo,1,2,True,False
213,Disease_16,8,NP,3-5,55-64,Female,DEMO,3,Demo,3,True,False,Perfect,Demo,1,4,Demo,2,True,False,Adequate,Demo,4,1,True,False
214,Disease_12,8,NP,0,55-64,Female,DEMO,2,Demo,2,False,False,Inadequate but harmless,Demo,4,2,Demo,1,True,False,Perfect,Demo,2,2,True,False
215,Disease_15,8,NP,3-5,35-44,Female,DEMO,3,Demo,3,False,False,Adequate,Demo,1,4,Demo,1,True,True,Adequate,Demo,1,3,False,True
216,Disease_2,8,NP,>10,35-44,Female,DEMO,1,Demo,3,False,False,Inadequate but harmless,Demo,1,1,Demo,3,False,False,Perfect,Demo,4,4,False,True
217,Disease_16,8,NP,0,55-64,Male,DEMO,4,Demo,1,True,False,Inadequate but harmless,Demo,2,4,Demo,3,True,False,Perfect,Demo,3,4,False,False
218,Disease_9,8,NP,6-10,35-44,Female,DEMO,4,Demo,2,True,False,Inadequate and dangerous,Demo,1,4,Demo,1,True,False,Inadequate but harmless,Demo,4,1,False,True
219,Disease_7,8,NP,1-2,45-54,Male,DEMO,3,Demo,1,False,False,Inadequate and dangerous,Demo,1,5,Demo,4,True,False,Perfect,Demo,2,4,True,True
220,Disease_3,8,NP,>10,55-64,Female,DEMO,4,Demo,2,True,True,Inadequate and dangerous,Demo,2,5,Demo,1,True,False,Adequate,Demo,1,4,False,False
221,Disease_19,8,NP,3-5,45-54,Female,DEMO,5,Demo,3,True,True,Inadequate and dangerous,Demo,2,5,Demo,3,True,True,Adequate,Demo,3,1,False,False
222,Disease_14,8,NP,>10,35-44,Male,DEMO,3,Demo,3,False,False,Adequate,Demo,1,3,Demo,4,True,False,Inadequate but harmless,Demo,2,5,False,False
223,Disease_11,9,NP,6-10,25-34,Male,DEMO,3,Demo,4,True,False,Perfect,Demo,3,3,Demo,4,True,False,Inadequate and dangerous,Demo,3,2,False,False
224,Disease_6,9,NP,3-5,45-54,Male,DEMO,1,Demo,1,False,False,Adequate,Demo,1,2,Demo,4,True,False,Adequate,Demo,4,5,False,False
225,Disease_19,9,NP,0,25-34,Female,DEMO,3,Demo,3,False,False,Adequate,Demo,3,4,Demo,2,True,True,Inadequate but harmless,Demo,3,3,True,False
226,Disease_17,9,NP,6-10,35-44,Female,DEMO,3,Demo,4,True,False,Adequate,Demo,3,4,Demo,2,True,False,Inadequate and dangerous,Demo,3,3,False,False
227,Disease_16,9,NP,>10,25-34,Female,DEMO,4,Demo,2,True,False,Perfect,Demo,2,5,Demo,3,True,False,Perfect,Demo,1,5,True,True
228,Disease_8,9,NP,3-5,55-64,Male,DEMO,3,Demo,3,False,False,Adequate,Demo,4,3,Demo,4,False,False,Adequate,Demo,2,4,True,False
229,Disease_8,9,NP,0,55-64,Female,DEMO,1,Demo,4,True,False,Inadequate and dangerous,Demo,4,2,Demo,4,False,False,Perfect,Demo,3,3,True,False
230,Disease_8,9,NP,0,55-64,Female,DEMO,3,Demo,3,False,False,Adequate,Demo,3,3,Demo,3,False,False,Perfect,Demo,3,1,True,False
231,Disease_14,9,NP,3-5,25-34,Female,DEMO,2,Demo,1,False,False,Adequate,Demo,4,3,Demo,3,False,True,Adequate,Demo,2,4,True,False
232,Disease_1,9,NP,1-2,25-34,Male,DEMO,4,Demo,3,True,False,Adequate,Demo,4,5,Demo,1,True,False,Adequate,Demo,3,4,True,False
233,Disease_17,9,NP,>10,25-34,Female,DEMO,1,Demo,3,True,True,Inadequate but harmless,Demo,4,3,Demo,1,False,True,Inadequate and dangerous,Demo,3,4,False,False
234,Disease_6,9,NP,>10,25-34,Male,DEMO,5,Demo,4,True,False,Inadequate but harmless,Demo,1,5,Demo,3,True,False,Perfect,Demo,2,5,True,False
235,Disease_12,9,NP,>10,25-34,Female,DEMO,3,Demo,3,False,False,Inadequate and dangerous,Demo,1,3,Demo,3,True,False,Perfect,Demo,4,1,False,True
236,Disease_10,9,NP,6-10,25-34,Female,DEMO,4,Demo,4,True,False,Adequate,Demo,1,5,Demo,4,True,False,Inadequate but harmless,Demo,4,3,False,False
237,Disease_12,9,NP,>10,55-64,Female,DEMO,5,Demo,3,True,False,Adequate,Demo,1,5,Demo,1,True,True,Perfect,Demo,4,2,False,False
238,Disease_9,9,NP,>10,25-34,Female,DEMO,5,Demo,4,True,False,Adequate,Demo,2,5,Demo,4,True,False,Adequate,Demo,1,4,False,False
239,Disease_11,9,NP,>10,35-44,Female,DEMO,2,Demo,1,False,True,Inadequate but harmless,Demo,2,2,Demo,3,True,True,Inadequate but harmless,Demo,3,1,False,True
240,Disease_15,9,NP,3-5,45-54,Female,DEMO,4,Demo,3,True,False,Adequate,Demo,1,5,Demo,3,True,True,Perfect,Demo,1,1,False,False
241,Disease_8,9,NP,6-10,25-34,Female,DEMO,1,Demo,2,False,False,Inadequate but harmless,Demo,1,1,Demo,2,False,False,Adequate,Demo,1,5,False,True
242,Disease_15,9,NP,>10,25-34,Male,DEMO,2,Demo,4,False,True,Adequate,Demo,3,4,Demo,2,True,True,Perfect,Demo,1,1,False,False
243,Disease_13,10,NP,3-5,45-54,Female,DEMO,3,Demo,3,False,False,Adequate,Demo,3,3,Demo,3,False,True,Adequate,Demo,4,5,False,False
244,Disease_12,10,NP,>10,45-54,Female,DEMO,3,Demo,3,False,False,Adequate,Demo,2,3,Demo,2,False,False,Adequate,Demo,4,2,True,False
245,Disease_8,10,NP,1-2,45-54,Female,DEMO,3,Demo,1,True,True,Inadequate but harmless,Demo,2,3,Demo,3,False,False,Inadequate but harmless,Demo,4,2,True,True
246,Disease_19,10,NP,>10,45-54,Female,DEMO,3,Demo,1,True,False,Inadequate and dangerous,Demo,3,4,Demo,1,True,True,Perfect,Demo,4,5,False,False
247,Disease_17,10,NP,1-2,45-54,Male,DEMO,1,Demo,4,True,False,Adequate,Demo,1,2,Demo,4,True,True,Perfect,Demo,2,1,False,False
248,Disease_11,10,NP,>10,35-44,Female,DEMO,5,Demo,4,True,False,Perfect,Demo,3,5,Demo,2,True,False,Inadequate and dangerous,Demo,4,5,True,False
249,Disease_2,10,NP,6-10,25-34,Female,DEMO,5,Demo,4,True,False,Adequate,Demo,1,5,Demo,4,True,True,Perfect,Demo,3,5,True,False
250,Disease_14,10,NP,6-10,35-44,Male,DEMO,3,Demo,3,True,True,Adequate,Demo,4,5,Demo,3,True,False,Adequate,Demo,2,5,False,False
251,Disease_2,10,NP,6-10,25-34,Female,DEMO,1,Demo,2,True,False,Perfect,Demo,2,1,Demo,2,True,True,Adequate,Demo,3,1,False,False
252,Disease_11,10,NP,>10,25-34,Male,DEMO,1,Demo,1,True,True,Adequate,Demo,3,2,Demo,1,True,False,Adequate,Demo,2,4,False,False
253,Disease_10,10,NP,6-10,55-64,Female,DEMO,3,Demo,1,True,False,Adequate,Demo,4,3,Demo,3,False,False,Perfect,Demo,1,3,False,False
254,Disease_16,10,NP,1-2,55-64,Male,DEMO,1,Demo,2,False,True,Adequate,Demo,3,1,Demo,4,False,True,Adequate,Demo,2,4,False,False
255,Disease_14,10,NP,6-10,25-34,Male,DEMO,1,Demo,4,True,True,Perfect,Demo,3,1,Demo,4,False,False,Adequate,Demo,4,2,False,False
256,Disease_19,10,NP,6-10,55-64,Male,DEMO,3,Demo,2,False,False,Perfect,Demo,3,4,Demo,4,True,False,Perfect,Demo,2,5,True,False
257,Disease_2,10,NP,6-10,35-44,Male,DEMO,5,Demo,3,True,False,Perfect,Demo,4,5,Demo,1,True,True,Adequate,Demo,1,1,False,False
258,Disease_9,10,NP,3-5,35-44,Female,DEMO,1,Demo,4,True,False,Perfect,Demo,3,1,Demo,2,False,False,Adequate,Demo,4,5,False,False
259,Disease_18,10,NP,>10,45-54,Male,DEMO,4,Demo,2,True,True,Inadequate and dangerous,Demo,2,4,Demo,3,True,True,Adequate,Demo,1,5,False,True
260,Disease_6,10,NP,6-10,25-34,Male,DEMO,3,Demo,4,False,True,Inadequate but harmless,Demo,2,4,Demo,3,True,False,Adequate,Demo,3,4,True,False
261,Disease_12,10,NP,0,35-44,Male,DEMO,4,Demo,2,True,False,Perfect,Demo,3,4,Demo,4,True,False,Perfect,Demo,4,4,False,False
262,Disease_14,10,NP,1-2,55-64,Female,DEMO,4,Demo,2,True,False,Adequate,Demo,4,5,Demo,4,True,False,Perfect,Demo,4,1,True,False
263,Disease_17,10,NP,1-2,45-54,Female,DEMO,5,Demo,2,True,False,Adequate,Demo,3,5,Demo,4,True,False,Perfect,Demo,2,2,False,True
264,Disease_2,10,NP,6-10,45-54,Female,DEMO,5,Demo,4,True,True,Inadequate but harmless,Demo,3,5,Demo,4,True,True,Adequate,Demo,1,5,True,False
265,Disease_5,10,NP,>10,55-64,Female,DEMO,2,Demo,2,True,False,Inadequate but harmless,Demo,2,3,Demo,3,False,False,Inadequate but harmless,Demo,3,1,False,False
266,Disease_9,10,NP,3-5,45-54,Male,DEMO,4,Demo,4,True,False,Inadequate but harmless,Demo,2,5,Demo,1,True,False,Perfect,Demo,4,4,False,False
267,Disease_16,10,NP,1-2,45-54,Male,DEMO,3,Demo,4,False,False,Adequate,Demo,3,4,Demo,4,True,False,Adequate,Demo,3,1,False,False
268,Disease_17,11,NP,>10,55-64,Female,DEMO,3,Demo,4,False,False,Adequate,Demo,1,3,Demo,1,True,False,Perfect,Demo,1,1,False,True
269,Disease_19,11,NP,0,25-34,Male,DEMO,1,Demo,2,False,True,Inadequate and dangerous,Demo,1,2,Demo,2,False,True,Perfect,Demo,3,3,False,False
270,Disease_4,11,NP,>10,45-54,Female,DEMO,3,Demo,4,False,False,Adequate,Demo,1,4,Demo,1,True,False,Perfect,Demo,4,1,False,False
271,Disease_18,11,NP,1-2,55-64,Female,DEMO,5,Demo,1,True,True,Adequate,Demo,2,5,Demo,4,True,False,Adequate,Demo,2,3,True,False
272,Disease_18,11,NP,3-5,45-54,Male,DEMO,4,Demo,1,True,False,Adequate,Demo,4,5,Demo,4,True,True,Perfect,Demo,2,5,False,False
273,Disease_5,11,NP,3-5,35-44,Male,DEMO,5,Demo,4,True,False,Adequate,Demo,4,5,Demo,3,True,True,Perfect,Demo,1,5,False,False
274,Disease_19,11,NP,>10,55-64,Female,DEMO,3,Demo,4,False,True,Adequate,Demo,4,3,Demo,4,False,False,Perfect,Demo,4,1,True,False
275,Disease_3,11,NP,1-2,45-54,Female,DEMO,3,Demo,4,False,True,Inadequate and dangerous,Demo,1,4,Demo,2,True,True,Perfect,Demo,3,2,False,False
276,Disease_19,11,NP,3-5,55-64,Male,DEMO,3,Demo,4,False,True,Adequate,Demo,2,3,Demo,1,False,False,Perfect,Demo,2,5,False,False
277,Disease_17,11,NP,0,55-64,Male,DEMO,4,Demo,4,True,False,Inadequate but harmless,Demo,2,5,Demo,4,True,False,Perfect,Demo,2,5,False,False
278,Disease_6,11,NP,3-5,55-64,Male,DEMO,3,Demo,2,True,False,Adequate,Demo,2,4,Demo,3,True,False,Adequate,Demo,2,4,False,True
279,Disease_5,11,NP,1-2,25-34,Female,DEMO,1,Demo,2,False,False,Inadequate but harmless,Demo,1,3,Demo,4,False,False,Adequate,Demo,3,3,False,True
280,Disease_17,11,NP,>10,55-64,Male,DEMO,2,Demo,1,True,True,Perfect,Demo,4,2,Demo,1,False,True,Adequate,Demo,3,1,True,False
281,Disease_19,11,NP,>10,25-34,Male,DEMO,4,Demo,1,True,False,Perfect,Demo,4,5,Demo,4,True,False,Perfect,Demo,1,3,False,False
282,Disease_4,11,NP,3-5,25-34,Male,DEMO,2,Demo,2,False,False,Adequate,Demo,3,3,Demo,3,False,False,Perfect,Demo,1,1,True,False
283,Disease_8,11,NP,>10,55-64,Female,DEMO,1,Demo,2,False,False,Adequate,Demo,4,1,Demo,4,False,False,Perfect,Demo,4,3,False,False
284,Disease_3,11,NP,6-10,55-64,Male,DEMO,4,Demo,4,True,True,Perfect,Demo,4,4,Demo,2,True,False,Adequate,Demo,3,5,False,True
285,Disease_14,11,NP,1-2,45-54,Female,DEMO,5,Demo,1,True,False,Inadequate and dangerous,Demo,1,5,Demo,3,True,True,Perfect,Demo,3,4,True,False
286,Disease_8,11,NP,6-10,45-54,Male,DEMO,4,Demo,3,True,False,Inadequate but harmless,Demo,4,4,Demo,4,True,False,Perfect,Demo,4,5,False,False
287,Disease_14,11,NP,>10,55-64,Male,DEMO,2,Demo,4,False,True,Adequate,Demo,3,3,Demo,4,True,True,Adequate,Demo,2,5,False,True
288,Disease_14,11,NP,6-10,55-64,Female,DEMO,5,Demo,2,True,False,Perfect,Demo,1,5,Demo,2,True,False,Perfect,Demo,4,1,False,True
289,Disease_8,11,NP,>10,35-44,Female,DEMO,3,Demo,4,True,True,Adequate,Demo,1,3,Demo,3,False,True,Adequate,Demo,2,3,False,False
290,Disease_17,11,NP,3-5,25-34,Male,DEMO,4,Demo,4,True,True,Perfect,Demo,2,4,Demo,1,True,False,Inadequate but harmless,Demo,1,3,True,False
291,Disease_16,11,NP,0,45-54,Male,DEMO,5,Demo,1,True,True,Adequate,Demo,1,5,Demo,4,True,True,Perfect,Demo,2,3,False,False
292,Disease_16,11,NP,3-5,45-54,Female,DEMO,5,Demo,4,True,False,Adequate,Demo,4,5,Demo,3,True,True,Adequate,Demo,3,1,True,False
293,Disease_17,11,NP,1-2,45-54,Male,DEMO,3,Demo,3,True,False,Adequate,Demo,4,4,Demo,4,True,True,Perfect,Demo,2,5,False,False
294,Disease_15,11,NP,>10,55-64,Female,DEMO,4,Demo,3,True,True,Adequate,Demo,2,4,Demo,3,True,False,Adequate,Demo,1,3,False,False
295,Disease_7,12,NP,3-5,25-34,Female,DEMO,4,Demo,2,True,False,Perfect,Demo,1,4,Demo,3,True,True,Perfect,Demo,2,1,False,False
296,Disease_3,12,NP,6-10,45-54,Male,DEMO,1,Demo,3,False,True,Adequate,Demo,2,2,Demo,1,True,False,Inadequate but harmless,Demo,2,4,True,False
297,Disease_16,12,NP,>10,25-34,Male,DEMO,4,Demo,2,True,True,Adequate,Demo,1,4,Demo,3,True,False,Adequate,Demo,3,1,False,True
298,Disease_16,12,NP,1-2,55-64,Female,DEMO,5,Demo,1,True,False,Inadequate and dangerous,Demo,1,5,Demo,1,True,True,Adequate,Demo,1,5,False,True
299,Disease_16,12,NP,6-10,25-34,Male,DEMO,1,Demo,4,False,False,Adequate,Demo,1,1,Demo,2,False,True,Adequate,Demo,4,3,False,True
300,Disease_17,12,NP,0,45-54,Female,DEMO,4,Demo,2,True,False,Adequate,Demo,4,5,Demo,4,True,False,Adequate,Demo,2,3,False,False
301,Disease_5,12,NP,0,45-54,Female,DEMO,5,Demo,2,True,False,Adequate,Demo,3,5,Demo,3,True,True,Adequate,Demo,2,3,True,False
302,Disease_15,12,NP,0,35-44,Male,DEMO,5,Demo,4,True,True,Adequate,Demo,3,5,Demo,4,True,True,Adequate,Demo,2,4,False,False
303,Disease_5,12,NP,3-5,35-44,Female,DEMO,3,Demo,4,False,False,Adequate,Demo,2,3,Demo,2,True,True,Inadequate and dangerous,Demo,1,3,True,False
304,Disease_11,12,NP,6-10,35-44,Male,DEMO,3,Demo,4,False,True,Inadequate but harmless,Demo,4,3,Demo,2,False,False,Perfect,Demo,4,3,True,False
305,Disease_2,12,NP,1-2,35-44,Female,DEMO,3,Demo,1,True,True,Inadequate but harmless,Demo,1,5,Demo,3,True,False,Perfect,Demo,1,3,True,True
306,Disease_5,12,NP,1-2,35-44,Female,DEMO,2,Demo,4,True,True,Adequate,Demo,3,3,Demo,2,True,True,Perfect,Demo,1,5,False,False
307,Disease_8,12,NP,0,45-54,Female,DEMO,3,Demo,1,False,False,Adequate,Demo,2,4,Demo,1,True,False,Perfect,Demo,1,3,False,False
308,Disease_10,12,NP,1-2,45-54,Male,DEMO,2,Demo,2,False,True,Inadequate but harmless,Demo,1,2,Demo,4,True,False,Inadequate but harmless,Demo,1,5,False,False
309,Disease_10,12,NP,1-2,55-64,Female,DEMO,2,Demo,4,False,False,Adequate,Demo,3,2,Demo,2,False,False,Inadequate and dangerous,Demo,2,3,False,True
310,Disease_4,13,NP,3-5,55-64,Female,DEMO,2,Demo,3,False,False,Adequate,Demo,4,2,Demo,1,False,False,Inadequate but harmless,Demo,1,2,False,False
311,Disease_7,13,NP,6-10,25-34,Female,DEMO,5,Demo,3,True,False,Perfect,Demo,1,5,Demo,3,True,False,Perfect,Demo,4,1,True,False
312,Disease_10,13,NP,3-5,25-34,Male,DEMO,2,Demo,2,True,True,Adequate,Demo,2,3,Demo,3,False,False,Adequate,Demo,2,2,True,False
313,Disease_17,13,NP,>10,45-54,Male,DEMO,4,Demo,1,True,False,Adequate,Demo,4,5,Demo,2,True,False,Perfect,Demo,4,2,False,False
314,Disease_6,13,NP,>10,25-34,Female,DEMO,5,Demo,4,True,True,Inadequate and dangerous,Demo,2,5,Demo,1,True,False,Inadequate and dangerous,Demo,3,1,False,False
315,Disease_4,13,NP,1-2,45-54,Female,DEMO,3,Demo,2,False,False,Adequate,Demo,3,4,Demo,3,True,False,Inadequate and dangerous,Demo,2,4,True,False
316,Disease_17,13,NP,3-5,35-44,Male,DEMO,3,Demo,1,True,False,Perfect,Demo,2,3,Demo,3,True,False,Adequate,Demo,3,3,False,True
317,Disease_14,13,NP,6-10,25-34,Female,DEMO,2,Demo,2,False,False,Inadequate and dangerous,Demo,2,3,Demo,1,False,False,Adequate,Demo,2,5,False,True
318,Disease_11,13,NP,6-10,35-44,Male,DEMO,4,Demo,1,True,False,Perfect,Demo,4,4,Demo,2,True,True,Adequate,Demo,4,1,False,True
319,Disease_5,13,NP,3-5,35-44,Female,DEMO,3,Demo,3,False,False,Adequate,Demo,3,3,Demo,2,True,False,Adequate,Demo,4,4,False,False
320,Disease_14,13,NP,>10,25-34,Male,DEMO,4,Demo,4,True,False,Inadequate and dangerous,Demo,3,4,Demo,2,True,False,Adequate,Demo,4,3,True,False
321,Disease_12,13,NP,0,45-54,Female,DEMO,2,Demo,3,False,True,Adequate,Demo,2,3,Demo,1,True,False,Inadequate but harmless,Demo,2,1,False,True
322,Disease_8,13,NP,6-10,25-34,Female,DEMO,3,Demo,3,False,True,Perfect,Demo,1,4,Demo,2,True,False,Inadequate and dangerous,Demo,2,4,False,False
323,Disease_2,13,NP,>10,25-34,Female,DEMO,1,Demo,4,True,False,Perfect,Demo,1,1,Demo,1,False,False,Perfect,Demo,2,1,True,True
324,Disease_10,13,NP,3-5,45-54,Male,DEMO,4,Demo,2,True,False,Inadequate and dangerous,Demo,1,5,Demo,4,True,False,Inadequate and dangerous,Demo,4,3,True,False
325,Disease_4,13,NP,1-2,55-64,Male,DEMO,4,Demo,4,True,False,Perfect,Demo,2,4,Demo,4,True,False,Perfect,Demo,3,2,False,False
