Case ID,GT,Responder_ID,User Role,Years_Derm_Experience,Age_Bracket,Gender,Country,Unaided_Dx_Score,Unaided_Dx_Reason,Unaided_Dx_Confidence,Unaided_Top3_SpotOn,Unaided_Top3_Generic,Unaided_Mgmt_Grade,Unaided_Mgmt_Reason,Unaided_Mgmt_Confidence,Assisted_Dx_Score,Assisted_Dx_Reason,Assisted_Dx_Confidence,Assisted_Top3_SpotOn,Assisted_Top3_Generic,Assisted_Mgmt_Grade,Assisted_Mgmt_Reason,Assisted_Mgmt_Confidence,AI_Trust_Score,Changed_Diagnosis,Changed_Management
162,Disease_13,7,GP,0,45-54,Female,DEMO,4,Demo,2,True,True,Adequate,Demo,1,4,Demo,3,True,False,Inadequate and dangerous,Demo,3,4,False,False
163,Disease_9,7,GP,1-2,35-44,Male,DEMO,3,Demo,3,False,False,Adequate,Demo,3,3,Demo,2,False,True,Inadequate but harmless,Demo,3,4,False,False
164,Disease_2,7,GP,0,25-34,Female,DEMO,3,Demo,4,False,True,Adequate,Demo,1,4,Demo,3,True,True,Inadequate but harmless,Demo,1,1,False,False
165,Disease_18,7,GP,6-10,45-54,Male,DEMO,5,Demo,3,True,False,Perfect,Demo,2,5,Demo,4,True,True,Adequate,Demo,3,4,False,False
166,Disease_4,7,GP,6-10,25-34,Female,DEMO,1,Demo,3,True,False,Inadequate and dangerous,Demo,3,2,Demo,4,True,True,Perfect,Demo,3,4,False,False
167,Disease_11,7,GP,0,25-34,Female,DEMO,3,Demo,4,False,False,Adequate,Demo,4,3,Demo,4,False,False,Adequate,Demo,4,1,True,False
168,Disease_14,7,GP,3-5,55-64,Male,DEMO,1,Demo,2,False,False,Inadequate but harmless,Demo,1,2,Demo,3,True,False,Inadequate but harmless,Demo,2,5,False,False
169,Disease_13,7,GP,3-5,45-54,Female,DEMO,3,Demo,4,False,True,Perfect,Demo,2,3,Demo,4,False,False,Adequate,Demo,1,2,True,True
170,Disease_2,7,GP,>10,45-54,Female,DEMO,5,Demo,1,True,False,Adequate,Demo,1,5,Demo,4,True,False,Adequate,Demo,1,4,False,False
171,Disease_3,7,GP,6-10,35-44,Female,DEMO,2,Demo,2,True,False,Adequate,Demo,1,3,Demo,3,False,True,Inadequate and dangerous,Demo,1,5,False,True
172,Disease_11,7,GP,>10,45-54,Female,DEMO,5,Demo,2,True,True,Perfect,Demo,4,5,Demo,1,True,False,Adequate,Demo,2,2,False,True
173,Disease_6,7,GP,1-2,55-64,Female,DEMO,3,Demo,3,False,True,Perfect,Demo,3,5,Demo,3,True,False,Adequate,Demo,2,1,False,False
174,Disease_4,7,GP,>10,45-54,Female,DEMO,3,Demo,3,False,True,Perfect,Demo,1,4,Demo,1,True,False,Perfect,Demo,3,3,False,False
175,Disease_16,7,GP,1-2,55-64,Female,DEMO,4,Demo,1,True,True,Perfect,Demo,2,5,Demo,2,True,False,Perfect,Demo,4,2,False,False
176,Disease_18,7,GP,1-2,25-34,Female,DEMO,3,Demo,3,False,True,Inadequate and dangerous,Demo,4,4,Demo,1,True,False,Inadequate and dangerous,Demo,1,5,False,False
177,Disease_8,7,GP,0,35-44,Female,DEMO,5,Demo,2,True,False,Adequate,Demo,2,5,Demo,3,True,True,Inadequate but harmless,Demo,4,5,False,True
178,Disease_16,7,GP,1-2,55-64,Male,DEMO,5,Demo,3,True,False,Inadequate but harmless,Demo,2,5,Demo,4,True,True,Perfect,Demo,4,4,False,False
179,Disease_7,8,GP,0,25-34,Male,DEMO,2,Demo,2,True,False,Adequate,Demo,1,2,Demo,3,False,False,Inadequate but harmless,Demo,1,2,False,False
180,Disease_15,8,GP,6-10,25-34,Male,DEMO,1,Demo,3,True,False,Adequate,Demo,3,2,Demo,2,False,False,Perfect,Demo,3,3,True,False
181,Disease_6,8,GP,0,45-54,Female,DEMO,1,Demo,2,False,False,Inadequate but harmless,Demo,4,1,Demo,1,False,True,Perfect,Demo,1,1,True,False
182,Disease_18,8,GP,3-5,25-34,Male,DEMO,5,Demo,1,True,False,Perfect,Demo,3,5,Demo,1,True,True,Inadequate and dangerous,Demo,1,1,False,False
183,Disease_11,8,GP,>10,25-34,Male,DEMO,4,Demo,4,True,False,Perfect,Demo,3,4,Demo,1,True,True,Inadequate but harmless,Demo,3,3,False,True
184,Disease_9,8,GP,3-5,45-54,Female,DEMO,3,Demo,2,False,False,Perfect,Demo,1,5,Demo,4,True,False,Inadequate but harmless,Demo,1,5,False,False
185,Disease_1,8,GP,6-10,25-34,Male,DEMO,3,Demo,1,False,True,Adequate,Demo,4,4,Demo,3,True,True,Perfect,Demo,2,4,True,False
186,Disease_11,8,GP,3-5,25-34,Male,DEMO,3,Demo,1,True,True,Adequate,Demo,4,4,Demo,3,True,False,Inadequate and dangerous,Demo,1,2,True,True
187,Disease_11,8,GP,0,55-64,Female,DEMO,3,Demo,4,False,False,Perfect,Demo,3,3,Demo,4,False,True,Adequate,Demo,4,2,False,False
188,Disease_7,8,GP,>10,25-34,Male,DEMO,1,Demo,3,False,False,Inadequate but harmless,Demo,2,1,Demo,4,True,True,Adequate,Demo,4,5,False,False
189,Disease_8,8,GP,>10,35-44,Male,DEMO,1,Demo,4,False,False,Adequate,Demo,1,2,Demo,2,False,False,Adequate,Demo,4,4,True,False
190,Disease_18,8,GP,3-5,45-54,Female,DEMO,5,Demo,4,True,False,Inadequate but harmless,Demo,2,5,Demo,4,True,False,Perfect,Demo,1,2,False,False
191,Disease_4,8,GP,6-10,45-54,Male,DEMO,5,Demo,1,True,False,Perfect,Demo,4,5,Demo,2,True,False,Perfect,Demo,1,2,False,False
192,Disease_6,8,GP,3-5,35-44,Male,DEMO,3,Demo,4,True,False,Adequate,Demo,1,3,Demo,2,False,True,Perfect,Demo,2,2,True,False
193,Disease_8,8,GP,6-10,25-34,Male,DEMO,4,Demo,4,True,False,Perfect,Demo,1,5,Demo,2,True,False,Adequate,Demo,2,1,True,False
194,Disease_12,8,GP,3-5,25-34,Male,DEMO,5,Demo,2,True,False,Inadequate and dangerous,Demo,2,5,Demo,2,True,False,Inadequate but harmless,Demo,3,5,False,False
195,Disease_2,8,GP,1-2,45-54,Female,DEMO,5,Demo,1,True,False,Perfect,Demo,4,5,Demo,3,True,True,Adequate,Demo,1,3,False,False
196,Disease_5,8,GP,1-2,55-64,Male,DEMO,5,Demo,4,True,False,Inadequate but harmless,Demo,3,5,Demo,1,True,True,Adequate,Demo,2,3,True,True
197,Disease_4,8,GP,0,35-44,Female,DEMO,3,Demo,3,True,False,Perfect,Demo,4,4,Demo,1,True,False,Adequate,Demo,4,4,False,False
198,Disease_14,8,GP,0,35-44,Male,DEMO,5,Demo,4,True,False,Adequate,Demo,2,5,Demo,4,True,False,Perfect,Demo,2,5,False,True
199,Disease_5,8,GP,1-2,25-34,Male,DEMO,5,Demo,2,True,False,Inadequate but harmless,Demo,1,5,Demo,4,True,False,Adequate,Demo,3,5,False,False
200,Disease_8,8,GP,>10,25-34,Female,DEMO,2,Demo,4,False,False,Perfect,Demo,2,2,Demo,4,False,True,Adequate,Demo,4,3,False,True
201,Disease_15,8,GP,3-5,25-34,Male,DEMO,4,Demo,3,True,True,Perfect,Demo,3,4,Demo,1,True,False,Perfect,Demo,4,2,False,False
202,Disease_9,8,GP,0,25-34,Male,DEMO,3,Demo,4,True,False,Inadequate and dangerous,Demo,2,3,Demo,4,False,True,Adequate,Demo,1,4,True,True
203,Disease_6,8,GP,3-5,45-54,Female,DEMO,4,Demo,3,True,False,Perfect,Demo,2,5,Demo,2,True,False,Perfect,Demo,4,3,True,True
204,Disease_16,8,GP,>10,35-44,Male,DEMO,3,Demo,4,False,False,Inadequate and dangerous,Demo,3,5,Demo,2,True,False,Inadequate but harmless,Demo,3,1,True,False
205,Disease_5,8,GP,0,25-34,Male,DEMO,3,Demo,1,False,True,Perfect,Demo,3,3,Demo,4,False,True,Inadequate but harmless,Demo,3,3,False,True
206,Disease_9,8,GP,>10,25-34,Male,DEMO,1,Demo,2,False,False,Perfect,Demo,3,2,Demo,1,True,False,Perfect,Demo,3,5,False,False
207,Disease_18,8,GP,0,45-54,Male,DEMO,3,Demo,4,False,True,Perfect,Demo,1,3,Demo,2,False,False,Inadequate and dangerous,Demo,4,3,False,False
208,Disease_5,8,GP,3-5,55-64,Female,DEMO,3,Demo,4,False,True,Perfect,Demo,3,4,Demo,3,True,True,Inadequate but harmless,Demo,2,1,True,False
209,Disease_5,9,GP,3-5,35-44,Female,DEMO,5,Demo,3,True,False,Inadequate and dangerous,Demo,4,5,Demo,4,True,True,Adequate,Demo,2,5,False,False
210,Disease_14,9,GP,>10,35-44,Female,DEMO,4,Demo,3,True,False,Inadequate and dangerous,Demo,1,4,Demo,3,True,False,Inadequate and dangerous,Demo,2,4,False,False
211,Disease_19,9,GP,>10,55-64,Female,DEMO,4,Demo,1,True,False,Perfect,Demo,1,4,Demo,1,True,True,Adequate,Demo,2,1,True,False
212,Disease_18,9,GP,1-2,55-64,Male,DEMO,5,Demo,1,True,False,Adequate,Demo,3,5,Demo,3,True,True,Adequate,Demo,4,2,True,False
213,Disease_7,9,GP,3-5,25-34,Male,DEMO,5,Demo,2,True,True,Adequate,Demo,4,5,Demo,4,True,False,Inadequate and dangerous,Demo,2,5,True,False
214,Disease_9,9,GP,3-5,55-64,Male,DEMO,2,Demo,4,False,True,Inadequate and dangerous,Demo,3,3,Demo,2,False,False,Perfect,Demo,3,3,False,True
215,Disease_13,9,GP,6-10,25-34,Male,DEMO,4,Demo,1,True,False,Inadequate but harmless,Demo,4,5,Demo,3,True,False,Adequate,Demo,1,2,False,True
216,Disease_18,9,GP,3-5,55-64,Male,DEMO,4,Demo,1,True,False,Adequate,Demo,3,4,Demo,4,True,False,Perfect,Demo,2,3,False,False
217,Disease_13,9,GP,0,25-34,Male,DEMO,4,Demo,3,True,False,Inadequate and dangerous,Demo,3,4,Demo,1,True,True,Adequate,Demo,4,2,True,False
218,Disease_11,9,GP,1-2,35-44,Female,DEMO,4,Demo,3,True,False,Perfect,Demo,3,5,Demo,4,True,False,Adequate,Demo,2,3,False,False
219,Disease_19,9,GP,1-2,25-34,Male,DEMO,4,Demo,1,True,False,Adequate,Demo,1,5,Demo,4,True,True,Perfect,Demo,1,2,False,False
220,Disease_6,9,GP,1-2,55-64,Female,DEMO,4,Demo,2,True,False,Perfect,Demo,4,4,Demo,2,True,False,Adequate,Demo,3,2,True,False
221,Disease_15,9,GP,0,45-54,Male,DEMO,3,Demo,2,False,True,Adequate,Demo,2,3,Demo,2,False,True,Adequate,Demo,1,2,False,False
222,Disease_19,9,GP,3-5,55-64,Male,DEMO,4,Demo,1,True,False,Inadequate but harmless,Demo,4,5,Demo,2,True,False,Adequate,Demo,3,2,False,False
223,Disease_4,9,GP,1-2,25-34,Female,DEMO,3,Demo,2,False,False,Perfect,Demo,1,5,Demo,1,True,True,Perfect,Demo,3,1,False,False
224,Disease_3,9,GP,0,45-54,Female,DEMO,5,Demo,1,True,True,Adequate,Demo,1,5,Demo,4,True,False,Adequate,Demo,3,5,True,True
225,Disease_18,9,GP,0,35-44,Male,DEMO,4,Demo,2,True,True,Perfect,Demo,2,5,Demo,2,True,True,Inadequate but harmless,Demo,4,2,False,False
226,Disease_8,10,GP,3-5,25-34,Male,DEMO,2,Demo,3,True,False,Perfect,Demo,3,2,Demo,2,True,False,Perfect,Demo,1,2,False,False
227,Disease_15,10,GP,>10,55-64,Male,DEMO,4,Demo,1,True,True,Inadequate but harmless,Demo,4,4,Demo,4,True,False,Adequate,Demo,1,2,False,True
228,Disease_3,10,GP,>10,25-34,Male,DEMO,3,Demo,4,True,False,Perfect,Demo,2,3,Demo,4,False,False,Perfect,Demo,1,1,False,True
229,Disease_19,10,GP,1-2,25-34,Male,DEMO,1,Demo,3,False,False,Inadequate and dangerous,Demo,2,1,Demo,1,False,False,Perfect,Demo,4,2,True,False
230,Disease_17,10,GP,>10,35-44,Female,DEMO,3,Demo,1,False,False,Adequate,Demo,4,4,Demo,1,True,False,Adequate,Demo,3,3,False,False
231,Disease_11,10,GP,3-5,35-44,Male,DEMO,1,Demo,2,False,False,Adequate,Demo,4,1,Demo,3,False,False,Perfect,Demo,3,1,False,False
232,Disease_17,10,GP,3-5,25-34,Male,DEMO,3,Demo,4,False,False,Adequate,Demo,4,4,Demo,1,True,True,Adequate,Demo,2,1,True,False
233,Disease_10,10,GP,6-10,35-44,Male,DEMO,3,Demo,1,False,False,Adequate,Demo,4,4,Demo,3,True,True,Perfect,Demo,2,4,False,False
234,Disease_18,10,GP,6-10,45-54,Female,DEMO,4,Demo,3,True,False,Perfect,Demo,4,5,Demo,2,True,False,Adequate,Demo,2,3,False,False
235,Disease_4,10,GP,1-2,45-54,Male,DEMO,2,Demo,3,False,False,Adequate,Demo,3,2,Demo,2,True,False,Perfect,Demo,4,4,True,True
236,Disease_15,10,GP,>10,55-64,Female,DEMO,3,Demo,2,False,False,Inadequate but harmless,Demo,4,3,Demo,2,False,False,Adequate,Demo,1,5,False,False
237,Disease_12,10,GP,3-5,25-34,Male,DEMO,2,Demo,3,True,False,Perfect,Demo,1,3,Demo,3,True,True,Inadequate and dangerous,Demo,1,5,True,True
238,Disease_16,10,GP,>10,45-54,Female,DEMO,3,Demo,2,False,True,Perfect,Demo,1,4,Demo,4,True,True,Inadequate but harmless,Demo,4,3,True,False
239,Disease_19,10,GP,3-5,35-44,Female,DEMO,3,Demo,1,False,False,Inadequate but harmless,Demo,3,3,Demo,3,True,False,Perfect,Demo,3,4,False,True
240,Disease_4,10,GP,0,35-44,Female,DEMO,5,Demo,2,True,False,Inadequate and dangerous,Demo,3,5,Demo,1,True,False,Perfect,Demo,2,3,True,False
241,Disease_9,10,GP,1-2,35-44,Male,DEMO,4,Demo,1,True,False,Adequate,Demo,3,5,Demo,4,True,False,Adequate,Demo,3,1,False,True
242,Disease_12,10,GP,6-10,35-44,Female,DEMO,1,Demo,3,False,False,Perfect,Demo,1,2,Demo,1,False,False,Perfect,Demo,2,4,True,False
243,Disease_17,10,GP,6-10,55-64,Male,DEMO,1,Demo,4,False,False,Adequate,Demo,4,2,Demo,1,True,False,Perfect,Demo,3,5,False,False
244,Disease_8,10,GP,>10,35-44,Female,DEMO,1,Demo,4,True,False,Adequate,Demo,4,1,Demo,1,False,False,Perfect,Demo,1,3,False,False
245,Disease_10,10,GP,6-10,45-54,Male,DEMO,3,Demo,4,False,False,Perfect,Demo,4,3,Demo,4,True,False,Adequate,Demo,4,3,False,False
246,Disease_13,10,GP,6-10,25-34,Female,DEMO,2,Demo,2,True,False,Perfect,Demo,2,2,Demo,3,True,False,Adequate,Demo,2,2,False,False
247,Disease_6,10,GP,1-2,55-64,Female,DEMO,4,Demo,2,True,False,Inadequate and dangerous,Demo,4,4,Demo,2,True,False,Adequate,Demo,3,2,False,True
248,Disease_19,10,GP,6-10,55-64,Male,DEMO,3,Demo,3,False,True,Inadequate and dangerous,Demo,3,3,Demo,3,False,False,Perfect,Demo,4,4,True,False
249,Disease_6,10,GP,3-5,55-64,Male,DEMO,3,Demo,1,False,False,Adequate,Demo,3,4,Demo,3,True,False,Perfect,Demo,2,5,False,False
250,Disease_14,10,GP,6-10,55-64,Male,DEMO,3,Demo,4,False,False,Adequate,Demo,2,4,Demo,3,True,False,Inadequate but harmless,Demo,2,3,True,True
251,Disease_6,10,GP,0,35-44,Female,DEMO,5,Demo,4,True,False,Adequate,Demo,3,5,Demo,4,True,False,Perfect,Demo,3,5,True,False
252,Disease_4,10,GP,>10,25-34,Male,DEMO,2,Demo,2,False,False,Adequate,Demo,1,2,Demo,1,True,True,Adequate,Demo,3,5,True,False
253,Disease_14,10,GP,3-5,35-44,Male,DEMO,5,Demo,3,True,False,Inadequate and dangerous,Demo,4,5,Demo,1,True,False,Perfect,Demo,2,2,False,False
254,Disease_14,10,GP,1-2,25-34,Male,DEMO,5,Demo,1,True,False,Inadequate and dangerous,Demo,1,5,Demo,4,True,True,Perfect,Demo,4,2,False,True
255,Disease_9,10,GP,0,55-64,Male,DEMO,4,Demo,3,True,False,Inadequate but harmless,Demo,3,4,Demo,4,True,False,Inadequate but harmless,Demo,1,3,True,False
256,Disease_17,11,GP,0,55-64,Female,DEMO,3,Demo,1,True,False,Perfect,Demo,4,4,Demo,2,True,True,Adequate,Demo,1,3,False,False
257,Disease_8,11,GP,3-5,45-54,Female,DEMO,2,Demo,3,True,False,Adequate,Demo,2,2,Demo,4,False,False,Perfect,Demo,3,4,False,False
258,Disease_17,11,GP,0,55-64,Male,DEMO,2,Demo,4,True,False,Inadequate but harmless,Demo,3,4,Demo,2,True,True,Adequate,Demo,1,2,False,False
259,Disease_16,11,GP,1-2,55-64,Female,DEMO,5,Demo,4,True,True,Inadequate but harmless,Demo,4,5,Demo,4,True,True,Adequate,Demo,1,1,False,True
260,Disease_8,11,GP,1-2,45-54,Male,DEMO,1,Demo,4,False,False,Perfect,Demo,4,1,Demo,1,False,True,Adequate,Demo,1,4,False,False
261,Disease_4,11,GP,0,35-44,Male,DEMO,5,Demo,2,True,True,Inadequate but harmless,Demo,1,5,Demo,4,True,False,Inadequate but harmless,Demo,2,5,False,False
262,Disease_5,11,GP,0,45-54,Female,DEMO,3,Demo,4,False,False,Adequate,Demo,2,3,Demo,1,False,False,Perfect,Demo,3,3,False,False
263,Disease_11,11,GP,>10,55-64,Male,DEMO,5,Demo,2,True,False,Adequate,Demo,4,5,Demo,3,True,False,Adequate,Demo,1,3,False,False
264,Disease_13,11,GP,3-5,55-64,Male,DEMO,1,Demo,4,False,False,Perfect,Demo,2,2,Demo,2,True,True,Perfect,Demo,1,2,True,True
265,Disease_8,11,GP,>10,45-54,Male,DEMO,4,Demo,1,True,True,Adequate,Demo,2,4,Demo,1,True,False,Inadequate and dangerous,Demo,3,5,False,True
266,Disease_16,11,GP,>10,35-44,Male,DEMO,1,Demo,2,True,True,Inadequate and dangerous,Demo,3,2,Demo,2,False,False,Perfect,Demo,3,5,True,True
267,Disease_2,11,GP,1-2,45-54,Male,DEMO,4,Demo,2,True,False,Inadequate and dangerous,Demo,4,4,Demo,2,True,False,Perfect,Demo,2,5,True,True
268,Disease_3,11,GP,0,45-54,Male,DEMO,3,Demo,4,True,False,Adequate,Demo,4,4,Demo,4,True,False,Perfect,Demo,1,3,False,False
269,Disease_14,11,GP,>10,55-64,Male,DEMO,4,Demo,3,True,True,Adequate,Demo,4,5,Demo,4,True,False,Inadequate but harmless,Demo,2,4,False,False
270,Disease_7,11,GP,>10,35-44,Female,DEMO,1,Demo,3,False,False,Perfect,Demo,2,1,Demo,1,True,False,Adequate,Demo,2,2,True,False
271,Disease_6,11,GP,1-2,25-34,Female,DEMO,3,Demo,4,False,False,Perfect,Demo,4,3,Demo,2,False,False,Adequate,Demo,4,1,False,False
272,Disease_17,11,GP,6-10,45-54,Female,DEMO,3,Demo,1,True,False,Inadequate but harmless,Demo,2,3,Demo,4,True,False,Perfect,Demo,4,3,False,False
273,Disease_1,12,GP,1-2,25-34,Male,DEMO,4,Demo,1,True,True,Inadequate and dangerous,Demo,1,5,Demo,3,True,False,Adequate,Demo,3,1,True,True
274,Disease_14,12,GP,1-2,35-44,Male,DEMO,3,Demo,3,False,True,Adequate,Demo,4,4,Demo,4,True,True,Adequate,Demo,3,5,False,False
275,Disease_10,12,GP,1-2,35-44,Male,DEMO,1,Demo,3,False,False,Inadequate and dangerous,Demo,3,1,Demo,1,False,False,Perfect,Demo,1,4,False,True
276,Disease_4,12,GP,1-2,35-44,Male,DEMO,4,Demo,3,True,False,Inadequate but harmless,Demo,3,4,Demo,3,True,True,Adequate,Demo,4,4,False,False
277,Disease_4,12,GP,>10,55-64,Male,DEMO,5,Demo,2,True,True,Adequate,Demo,1,5,Demo,3,True,False,Inadequate and dangerous,Demo,4,2,False,False
278,Disease_15,12,GP,6-10,45-54,Female,DEMO,4,Demo,4,True,True,Adequate,Demo,4,5,Demo,1,True,False,Inadequate but harmless,Demo,4,1,True,False
279,Disease_4,12,GP,>10,45-54,Male,DEMO,3,Demo,2,True,True,Adequate,Demo,1,4,Demo,4,True,False,Perfect,Demo,4,1,True,False
280,Disease_4,12,GP,1-2,35-44,Male,DEMO,2,Demo,4,False,False,Adequate,Demo,2,3,Demo,2,False,True,Perfect,Demo,1,2,False,False
281,Disease_19,12,GP,>10,55-64,Female,DEMO,1,Demo,3,False,False,Adequate,Demo,4,1,Demo,4,False,False,Perfect,Demo,2,5,False,False
282,Disease_12,12,GP,0,25-34,Male,DEMO,1,Demo,4,False,True,Adequate,Demo,1,1,Demo,2,False,False,Perfect,Demo,4,4,True,False
283,Disease_17,12,GP,1-2,25-34,Female,DEMO,1,Demo,2,True,False,Adequate,Demo,2,3,Demo,4,True,False,Adequate,Demo,4,2,True,False
284,Disease_5,12,GP,>10,35-44,Male,DEMO,4,Demo,4,True,False,Inadequate and dangerous,Demo,4,4,Demo,2,True,True,Perfect,Demo,4,1,False,True
285,Disease_1,12,GP,3-5,55-64,Female,DEMO,1,Demo,4,True,False,Adequate,Demo,1,1,Demo,2,False,True,Perfect,Demo,1,4,True,True
286,Disease_14,12,GP,1-2,55-64,Female,DEMO,3,Demo,4,False,True,Perfect,Demo,1,4,Demo,4,True,False,Perfect,Demo,1,4,False,False
287,Disease_6,12,GP,3-5,45-54,Female,DEMO,5,Demo,1,True,True,Inadequate but harmless,Demo,4,5,Demo,1,True,False,Perfect,Demo,3,4,False,False
288,Disease_15,13,GP,6-10,35-44,Male,DEMO,1,Demo,1,False,False,Adequate,Demo,4,1,Demo,3,False,True,Perfect,Demo,1,3,False,False
289,Disease_3,13,GP,>10,25-34,Male,DEMO,1,Demo,2,False,False,Adequate,Demo,2,2,Demo,1,False,False,Adequate,Demo,4,1,False,True
290,Disease_16,13,GP,3-5,55-64,Female,DEMO,2,Demo,3,False,False,Inadequate but harmless,Demo,3,4,Demo,1,True,False,Perfect,Demo,2,5,False,False
291,Disease_12,13,GP,6-10,55-64,Male,DEMO,4,Demo,4,True,False,Perfect,Demo,2,5,Demo,3,True,False,Perfect,Demo,1,5,True,False
292,Disease_19,13,GP,6-10,55-64,Female,DEMO,3,Demo,2,False,True,Adequate,Demo,3,4,Demo,1,True,False,Inadequate and dangerous,Demo,3,3,False,False
293,Disease_11,13,GP,3-5,55-64,Female,DEMO,2,Demo,2,False,False,Adequate,Demo,4,3,Demo,1,True,False,Adequate,Demo,4,3,False,False
294,Disease_12,13,GP,3-5,45-54,Male,DEMO,4,Demo,1,True,True,Inadequate but harmless,Demo,1,5,Demo,1,True,False,Perfect,Demo,1,4,False,False
295,Disease_11,13,GP,6-10,35-44,Male,DEMO,4,Demo,3,True,False,Inadequate but harmless,Demo,3,4,Demo,3,True,True,Perfect,Demo,1,3,True,True
296,Disease_13,13,GP,0,45-54,Female,DEMO,1,Demo,2,True,False,Adequate,Demo,2,1,Demo,4,True,True,Adequate,Demo,1,2,False,True
297,Disease_18,13,GP,3-5,55-64,Male,DEMO,2,Demo,1,True,True,Adequate,Demo,4,2,Demo,1,False,False,Perfect,Demo,4,1,True,False
298,Disease_11,13,GP,3-5,55-64,Female,DEMO,1,Demo,1,True,False,Inadequate but harmless,Demo,4,1,Demo,3,True,True,Adequate,Demo,4,5,True,False
299,Disease_4,13,GP,3-5,35-44,Female,DEMO,4,Demo,4,True,False,Perfect,Demo,1,5,Demo,3,True,False,Inadequate but harmless,Demo,2,2,False,True
300,Disease_19,13,GP,>10,35-44,Male,DEMO,4,Demo,2,True,False,Adequate,Demo,1,4,Demo,2,True,False,Perfect,Demo,3,1,False,True
301,Disease_7,13,GP,>10,55-64,Female,DEMO,2,Demo,2,False,False,Perfect,Demo,4,3,Demo,2,False,True,Adequate,Demo,3,2,False,True
302,Disease_6,13,GP,1-2,25-34,Male,DEMO,2,Demo,1,True,True,Inadequate but harmless,Demo,3,3,Demo,2,True,True,Adequate,Demo,3,1,False,True
303,Disease_10,13,GP,3-5,45-54,Female,DEMO,1,Demo,3,False,False,Inadequate and dangerous,Demo,3,2,Demo,3,False,False,Adequate,Demo,3,4,False,False
304,Disease_4,13,GP,3-5,25-34,Male,DEMO,3,Demo,1,False,False,Adequate,Demo,3,3,Demo,4,True,True,Adequate,Demo,1,1,False,False
305,Disease_17,13,GP,>10,55-64,Male,DEMO,5,Demo,2,True,False,Perfect,Demo,4,5,Demo,1,True,True,Inadequate but harmless,Demo,1,4,True,False
306,Disease_11,13,GP,0,35-44,Female,DEMO,2,Demo,1,False,True,Inadequate but harmless,Demo,3,2,Demo,4,False,True,Inadequate and dangerous,Demo,4,3,False,False
307,Disease_4,13,GP,0,35-44,Female,DEMO,4,Demo,3,True,False,Adequate,Demo,4,5,Demo,4,True,True,Adequate,Demo,1,1,True,False
308,Disease_12,13,GP,>10,35-44,Male,DEMO,2,Demo,1,True,False,Perfect,Demo,3,3,Demo,1,True,False,Perfect,Demo,1,4,False,False
309,Disease_19,13,GP,1-2,55-64,Male,DEMO,4,Demo,4,True,False,Adequate,Demo,3,5,Demo,4,True,False,Perfect,Demo,1,5,False,True
310,Disease_16,13,GP,6-10,55-64,Male,DEMO,3,Demo,4,False,False,Inadequate and dangerous,Demo,3,4,Demo,3,True,False,Adequate,Demo,1,1,False,False
311,Disease_13,13,GP,3-5,35-44,Male,DEMO,3,Demo,3,False,True,Adequate,Demo,3,4,Demo,3,True,False,Adequate,Demo,3,3,False,False
312,Disease_9,13,GP,>10,25-34,Male,DEMO,4,Demo,3,True,True,Adequate,Demo,1,4,Demo,1,True,False,Adequate,Demo,2,5,True,False
313,Disease_6,13,GP,>10,45-54,Female,DEMO,2,Demo,2,False,False,Inadequate and dangerous,Demo,3,2,Demo,1,False,True,Perfect,Demo,1,4,False,False
314,Disease_13,13,GP,0,55-64,Female,DEMO,5,Demo,3,True,False,Inadequate but harmless,Demo,1,5,Demo,3,True,False,Perfect,Demo,2,3,True,False
315,Disease_13,13,GP,>10,35-44,Female,DEMO,2,Demo,4,False,False,Inadequate and dangerous,Demo,3,2,Demo,2,True,False,Perfect,Demo,2,4,True,False
316,Disease_8,13,GP,0,25-34,Male,DEMO,4,Demo,2,True,False,Inadequate and dangerous,Demo,3,4,Demo,1,True,False,Adequate,Demo,4,2,False,False
317,Disease_3,13,GP,0,35-44,Male,DEMO,1,Demo,3,True,True,Inadequate and dangerous,Demo,1,2,Demo,4,True,False,Perfect,Demo,2,4,False,False
318,Disease_7,14,GP,>10,45-54,Male,DEMO,4,Demo,2,True,False,Perfect,Demo,3,5,Demo,1,True,True,Adequate,Demo,3,1,True,False
319,Disease_3,14,GP,1-2,45-54,Female,DEMO,3,Demo,3,False,False,Adequate,Demo,3,4,Demo,2,True,False,Adequate,Demo,3,1,False,False
320,Disease_17,14,GP,3-5,35-44,Female,DEMO,5,Demo,3,True,True,Perfect,Demo,4,5,Demo,3,True,True,Perfect,Demo,2,4,False,False
321,Disease_10,14,GP,1-2,55-64,Male,DEMO,3,Demo,2,False,False,Perfect,Demo,1,5,Demo,2,True,True,Adequate,Demo,4,3,False,True
322,Disease_14,14,GP,3-5,35-44,Female,DEMO,3,Demo,1,False,False,Inadequate but harmless,Demo,3,4,Demo,4,True,False,Adequate,Demo,2,3,False,False
323,Disease_4,14,GP,3-5,45-54,Male,DEMO,4,Demo,2,True,False,Perfect,Demo,1,4,Demo,3,True,True,Inadequate and dangerous,Demo,3,1,False,False
324,Disease_5,14,GP,0,45-54,Male,DEMO,4,Demo,1,True,False,Perfect,Demo,4,4,Demo,3,True,False,Inadequate but harmless,Demo,4,5,False,True
325,Disease_18,14,GP,3-5,45-54,Female,DEMO,3,Demo,4,False,True,Adequate,Demo,2,3,Demo,3,True,False,Inadequate but harmless,Demo,4,5,True,True
